purchase_days_before_daprture,airline,baggage_weight,baggage_pieces,price
32,gamma,0.4444444444444444,2,11285.0
15,alpha,0.7777777777777778,1,19545.0
0,gamma,0.4444444444444444,1,6620.0
130,alpha,0.3333333333333333,1,7524.0
9,alpha,0.3333333333333333,1,7502.0
17,beta,0.8888888888888888,0,9065.0
2,beta,0.4444444444444444,0,7894.0
27,gamma,0.4444444444444444,2,13560.0
3,gamma,0.4444444444444444,1,14065.0
51,alpha,0.7777777777777778,1,7124.0
8,alpha,0.4444444444444444,1,8381.0
3,beta,0.8888888888888888,0,18150.0
6,alpha,0.3333333333333333,1,12945.0
7,gamma,0.4444444444444444,1,10900.0
2,alpha,0.3333333333333333,1,7524.0
4,gamma,0.4444444444444444,2,8245.0
5,alpha,0.7777777777777778,1,9707.0
13,gamma,0.4444444444444444,1,7765.0
9,gamma,0.4444444444444444,2,11900.0
52,alpha,0.3333333333333333,1,6531.0
6,alpha,0.4444444444444444,1,14645.0
25,gamma,0.4444444444444444,2,10655.0
17,beta,0.4444444444444444,0,6902.0
7,alpha,0.7777777777777778,1,5495.0
22,beta,0.8888888888888888,0,9140.0
42,alpha,0.3333333333333333,1,6810.0
5,alpha,0.0,0,8739.0
4,alpha,0.3333333333333333,1,12945.0
6,omega,0.4444444444444444,1,7950.0
34,beta,0.4444444444444444,0,6755.0
4,beta,0.4444444444444444,0,11494.0
38,gamma,0.4444444444444444,1,7765.0
1,gamma,0.0,0,8325.0
7,gamma,0.4444444444444444,2,8390.0
89,gamma,0.4444444444444444,1,8650.0
2,beta,0.8888888888888888,0,15630.0
3,beta,0.4444444444444444,0,6807.0
12,beta,0.4444444444444444,0,7300.0
14,alpha,0.0,0,8739.0
23,beta,0.7777777777777778,0,9564.0
16,gamma,0.4444444444444444,2,7870.0
12,beta,0.8888888888888888,0,9470.0
13,alpha,0.3333333333333333,1,11245.0
28,gamma,0.4444444444444444,2,7870.0
3,beta,0.7777777777777778,0,9564.0
15,beta,0.8888888888888888,0,12960.0
3,alpha,0.3333333333333333,1,5495.0
5,alpha,0.3333333333333333,1,9798.0
10,gamma,0.4444444444444444,1,6870.0
8,gamma,0.7111111111111111,1,8395.0
5,gamma,0.0,0,8325.0
0,beta,0.8888888888888888,0,10877.0
8,gamma,0.4444444444444444,2,16075.0
51,gamma,0.4444444444444444,1,10425.0
12,gamma,0.4444444444444444,1,9800.0
18,gamma,0.4444444444444444,1,12050.0
61,gamma,0.4444444444444444,1,10285.0
21,beta,0.4444444444444444,0,6740.0
9,beta,0.4444444444444444,0,10088.0
11,omega,0.4444444444444444,1,6870.0
18,alpha,0.0,0,8739.0
4,gamma,0.4444444444444444,1,7390.0
9,alpha,0.3333333333333333,1,6531.0
3,gamma,0.4444444444444444,1,9800.0
13,alpha,0.7777777777777778,1,7520.0
9,omega,0.4444444444444444,1,6870.0
36,gamma,0.4444444444444444,2,11900.0
28,gamma,0.4444444444444444,2,10280.0
30,beta,0.4444444444444444,0,10047.0
0,gamma,0.4444444444444444,2,16075.0
4,gamma,0.4444444444444444,2,7870.0
40,alpha,0.7777777777777778,1,9707.0
7,alpha,0.7777777777777778,1,7900.0
51,gamma,0.4444444444444444,1,12560.0
1,alpha,0.4444444444444444,1,10227.0
17,gamma,0.4444444444444444,1,12560.0
1,alpha,0.3333333333333333,1,24460.0
7,gamma,0.4444444444444444,1,6620.0
43,gamma,0.4444444444444444,2,7900.0
16,beta,0.4444444444444444,0,8050.0
6,alpha,0.3333333333333333,1,9045.0
4,gamma,0.4444444444444444,2,10280.0
11,beta,0.4444444444444444,0,6375.0
5,gamma,0.4444444444444444,2,9525.0
10,gamma,0.4444444444444444,2,8765.0
0,beta,0.8888888888888888,0,17760.0
18,alpha,0.3333333333333333,1,11245.0
25,alpha,0.3333333333333333,1,9798.0
13,beta,0.8888888888888888,0,9470.0
30,gamma,0.4444444444444444,2,13560.0
11,beta,0.4444444444444444,0,7382.0
11,gamma,0.4444444444444444,2,19105.0
34,gamma,0.4444444444444444,2,9145.0
0,alpha,0.3333333333333333,1,10127.0
25,gamma,0.7111111111111111,1,9150.0
16,alpha,0.7777777777777778,1,14645.0
28,alpha,0.3333333333333333,1,12495.0
47,beta,0.4444444444444444,0,7416.0
18,alpha,0.3333333333333333,1,7524.0
10,gamma,0.4444444444444444,2,9750.0
8,alpha,0.3333333333333333,1,14945.0
32,beta,0.4444444444444444,0,6522.0
11,alpha,0.7777777777777778,1,6995.0
4,beta,0.4444444444444444,0,6386.0
15,alpha,0.7777777777777778,1,7124.0
10,gamma,0.4444444444444444,2,14130.0
7,alpha,0.4444444444444444,1,10545.0
3,beta,0.4444444444444444,0,6723.0
19,alpha,0.7777777777777778,1,10545.0
5,gamma,0.4444444444444444,1,8650.0
16,beta,0.4444444444444444,0,10349.0
13,alpha,0.7777777777777778,1,14645.0
18,alpha,0.7777777777777778,1,12645.0
10,beta,0.4444444444444444,0,10088.0
57,alpha,0.3333333333333333,1,6531.0
8,gamma,0.4444444444444444,2,11900.0
3,alpha,0.4444444444444444,1,7524.0
5,alpha,0.7777777777777778,1,8605.0
27,beta,0.4444444444444444,0,6420.0
2,gamma,0.4444444444444444,2,11040.0
14,alpha,0.3333333333333333,1,7796.0
4,gamma,0.4444444444444444,2,11285.0
12,gamma,0.4444444444444444,2,9100.0
12,alpha,0.3333333333333333,1,5495.0
10,gamma,0.4444444444444444,1,9025.0
12,alpha,0.3333333333333333,1,9045.0
23,beta,0.4444444444444444,0,6570.0
26,gamma,0.4444444444444444,2,13560.0
2,gamma,0.4444444444444444,2,29185.0
2,alpha,0.4444444444444444,1,17745.0
7,gamma,0.4444444444444444,1,10900.0
5,alpha,0.7777777777777778,1,9707.0
5,alpha,0.7777777777777778,1,10006.0
17,beta,0.4444444444444444,0,8707.0
12,alpha,0.7777777777777778,1,13277.0
22,gamma,0.4444444444444444,1,9280.0
17,gamma,0.4444444444444444,1,7640.0
18,gamma,0.4444444444444444,2,7870.0
25,beta,0.4444444444444444,0,8978.0
2,alpha,0.3333333333333333,1,6810.0
2,gamma,0.4444444444444444,2,12045.0
24,gamma,0.4444444444444444,1,8525.0
3,beta,0.4444444444444444,0,6856.0
3,alpha,0.3333333333333333,1,10205.0
31,gamma,0.7111111111111111,1,9405.0
82,gamma,0.4444444444444444,2,11900.0
17,omega,0.4444444444444444,1,6870.0
22,omega,0.4444444444444444,1,7950.0
17,gamma,0.4444444444444444,1,8750.0
7,gamma,0.7111111111111111,1,9405.0
1,alpha,0.7777777777777778,1,8800.0
13,beta,0.4444444444444444,0,7201.0
9,beta,0.8888888888888888,0,9370.0
25,alpha,0.7777777777777778,1,10545.0
5,alpha,0.7777777777777778,1,12645.0
5,alpha,0.7777777777777778,1,9707.0
17,gamma,0.4444444444444444,1,6620.0
14,gamma,0.4444444444444444,2,7870.0
10,alpha,0.7777777777777778,1,9707.0
7,gamma,0.4444444444444444,1,11670.0
2,alpha,0.3333333333333333,1,7796.0
4,beta,0.4444444444444444,0,7110.0
1,gamma,0.4444444444444444,1,10900.0
1,gamma,0.4444444444444444,2,10280.0
9,alpha,0.4444444444444444,1,10227.0
10,beta,0.8888888888888888,0,8758.0
0,gamma,0.4444444444444444,1,15075.0
1,gamma,0.4444444444444444,1,10900.0
33,gamma,0.4444444444444444,2,11900.0
7,gamma,0.4444444444444444,1,14065.0
8,beta,0.8888888888888888,0,13090.0
1,beta,0.4444444444444444,0,11546.0
3,beta,0.4444444444444444,0,6522.0
10,alpha,0.7777777777777778,1,11072.0
2,gamma,0.4444444444444444,2,8765.0
2,gamma,0.4444444444444444,2,9525.0
13,gamma,0.4444444444444444,1,7390.0
12,gamma,0.4444444444444444,2,8765.0
4,gamma,0.4444444444444444,1,7135.0
63,alpha,0.7777777777777778,1,10799.0
7,gamma,0.4444444444444444,2,10000.0
4,beta,0.4444444444444444,0,6344.0
1,gamma,0.4444444444444444,2,11900.0
30,omega,0.4444444444444444,1,6870.0
4,gamma,0.4444444444444444,2,18345.0
18,alpha,0.3333333333333333,1,6810.0
27,gamma,0.4444444444444444,2,13750.0
19,gamma,0.4444444444444444,1,8750.0
9,alpha,0.4444444444444444,1,6810.0
4,gamma,0.4444444444444444,2,8390.0
30,alpha,0.3333333333333333,1,8048.0
10,alpha,0.4444444444444444,1,14645.0
16,gamma,0.4444444444444444,2,10655.0
2,alpha,0.3333333333333333,1,9045.0
14,alpha,0.4444444444444444,1,12645.0
31,gamma,0.4444444444444444,1,6870.0
18,alpha,0.3333333333333333,1,7524.0
0,alpha,0.3333333333333333,1,25090.0
1,gamma,0.4444444444444444,2,20105.0
5,beta,0.4444444444444444,0,6590.0
16,alpha,0.3333333333333333,1,7124.0
4,beta,0.4444444444444444,0,10088.0
10,gamma,0.4444444444444444,1,7390.0
14,beta,0.4444444444444444,0,5960.0
27,beta,0.4444444444444444,0,6420.0
1,gamma,0.4444444444444444,2,27165.0
80,gamma,0.4444444444444444,2,10655.0
111,alpha,0.3333333333333333,1,9045.0
7,alpha,0.7777777777777778,1,12645.0
27,alpha,0.7777777777777778,1,10545.0
12,beta,0.8888888888888888,0,10910.0
22,beta,0.7777777777777778,0,9512.0
8,alpha,0.7777777777777778,1,12645.0
17,alpha,0.3333333333333333,1,6810.0
17,alpha,0.3333333333333333,1,6524.0
13,beta,0.8888888888888888,0,9090.0
22,alpha,0.4444444444444444,1,7524.0
3,gamma,0.4444444444444444,1,7390.0
10,gamma,0.4444444444444444,2,11040.0
6,alpha,0.4444444444444444,1,12645.0
5,alpha,0.4444444444444444,1,8381.0
25,beta,0.4444444444444444,0,11462.0
2,alpha,0.7777777777777778,1,9707.0
21,gamma,0.7111111111111111,2,13750.0
46,beta,0.4444444444444444,0,10057.0
35,alpha,0.3333333333333333,1,7796.0
8,alpha,0.7777777777777778,1,10545.0
15,alpha,0.3333333333333333,1,11245.0
33,alpha,0.7777777777777778,1,7520.0
14,alpha,0.7777777777777778,1,10545.0
17,alpha,0.4444444444444444,1,7524.0
16,alpha,0.7777777777777778,1,10545.0
7,gamma,0.4444444444444444,2,8640.0
8,alpha,0.3333333333333333,1,11245.0
110,gamma,0.4444444444444444,1,9655.0
4,gamma,0.4444444444444444,2,8640.0
71,alpha,0.7777777777777778,1,9235.0
14,alpha,0.7777777777777778,1,10799.0
1,alpha,0.7777777777777778,1,8027.0
5,gamma,0.4444444444444444,2,8640.0
25,alpha,0.3333333333333333,1,9798.0
3,alpha,0.4444444444444444,1,8381.0
19,gamma,0.4444444444444444,1,6620.0
65,alpha,0.3333333333333333,1,8027.0
125,beta,0.8888888888888888,0,8400.0
14,alpha,0.7777777777777778,1,10799.0
8,alpha,0.7777777777777778,1,7124.0
25,alpha,0.7777777777777778,1,10545.0
9,gamma,0.4444444444444444,1,15075.0
10,gamma,0.4444444444444444,1,12500.0
4,alpha,0.3333333333333333,1,11245.0
32,gamma,0.4444444444444444,2,13560.0
23,gamma,0.4444444444444444,1,9800.0
18,gamma,0.4444444444444444,1,8525.0
22,gamma,0.4444444444444444,1,7500.0
1,alpha,0.7777777777777778,1,23567.0
40,omega,0.4444444444444444,1,10100.0
1,gamma,0.4444444444444444,2,19860.0
0,beta,0.8888888888888888,0,10594.0
0,alpha,0.7777777777777778,1,13697.0
8,alpha,0.3333333333333333,1,9497.0
9,alpha,0.3333333333333333,1,10006.0
26,alpha,0.3333333333333333,1,7124.0
25,alpha,0.7777777777777778,1,8290.0
3,omega,0.4444444444444444,1,11100.0
9,beta,0.4444444444444444,0,7222.0
46,gamma,0.7111111111111111,1,9150.0
1,alpha,0.7777777777777778,1,6995.0
9,alpha,0.7777777777777778,1,12500.0
18,alpha,0.7777777777777778,1,7124.0
8,alpha,0.3333333333333333,1,14945.0
58,beta,0.4444444444444444,0,10036.0
20,alpha,0.3333333333333333,1,9045.0
1,alpha,0.3333333333333333,1,11245.0
6,gamma,0.4444444444444444,2,9025.0
9,gamma,0.4444444444444444,1,7765.0
1,beta,1.0,0,11700.0
13,gamma,0.4444444444444444,1,9280.0
6,alpha,0.3333333333333333,1,9403.0
22,alpha,0.3333333333333333,1,9045.0
19,beta,0.4444444444444444,0,6480.0
1,alpha,0.3333333333333333,1,11245.0
2,beta,0.4444444444444444,0,10025.0
3,gamma,0.4444444444444444,2,8390.0
7,gamma,0.4444444444444444,2,7620.0
1,gamma,0.4444444444444444,1,15075.0
15,gamma,0.4444444444444444,1,6870.0
6,alpha,0.3333333333333333,1,8300.0
12,alpha,0.3333333333333333,1,6495.0
6,beta,0.4444444444444444,0,8707.0
6,gamma,0.4444444444444444,1,9800.0
25,alpha,0.3333333333333333,1,8995.0
12,alpha,0.7777777777777778,1,12645.0
14,alpha,0.7777777777777778,1,8290.0
11,alpha,0.3333333333333333,1,8048.0
8,alpha,0.3333333333333333,1,5495.0
7,beta,0.8888888888888888,0,9160.0
0,alpha,0.7777777777777778,1,31145.0
4,omega,0.4444444444444444,1,9000.0
5,gamma,0.4444444444444444,2,8890.0
5,gamma,0.7111111111111111,1,11420.0
6,gamma,0.4444444444444444,2,8500.0
1,gamma,0.4444444444444444,1,9800.0
2,gamma,0.4444444444444444,1,9785.0
5,gamma,0.4444444444444444,1,7135.0
41,alpha,0.7777777777777778,1,8290.0
11,alpha,0.7777777777777778,1,7520.0
16,alpha,0.3333333333333333,1,7796.0
9,beta,0.4444444444444444,0,6410.0
1,beta,0.8888888888888888,0,11798.0
2,alpha,0.3333333333333333,1,14945.0
26,gamma,0.4444444444444444,1,8145.0
30,alpha,0.7777777777777778,1,8381.0
1,gamma,0.4444444444444444,1,9800.0
11,gamma,0.4444444444444444,1,7390.0
4,gamma,0.0,0,6810.0
2,omega,0.4444444444444444,1,27000.0
5,gamma,0.4444444444444444,1,12050.0
1,alpha,0.0,0,8739.0
2,gamma,0.4444444444444444,2,9025.0
9,gamma,0.4444444444444444,1,9800.0
25,alpha,0.7777777777777778,1,8605.0
14,alpha,0.3333333333333333,1,9497.0
4,omega,0.4444444444444444,1,7950.0
20,alpha,0.7777777777777778,1,14645.0
39,gamma,0.4444444444444444,1,6620.0
32,gamma,0.4444444444444444,1,8145.0
36,alpha,0.4444444444444444,1,7524.0
26,gamma,0.4444444444444444,2,11900.0
1,omega,0.4444444444444444,1,27000.0
10,gamma,0.4444444444444444,1,9800.0
4,alpha,0.3333333333333333,1,9798.0
13,beta,0.4444444444444444,0,7300.0
37,gamma,0.4444444444444444,2,13560.0
16,alpha,0.7777777777777778,1,7124.0
1,alpha,0.0,0,17666.0
18,gamma,0.4444444444444444,1,6870.0
4,beta,0.8888888888888888,0,11200.0
3,alpha,0.3333333333333333,1,11245.0
40,alpha,0.3333333333333333,1,6531.0
23,alpha,0.3333333333333333,1,9497.0
7,gamma,0.4444444444444444,2,8765.0
30,alpha,0.3333333333333333,1,9497.0
19,alpha,0.3333333333333333,1,8300.0
2,gamma,0.4444444444444444,1,9280.0
2,alpha,0.3333333333333333,1,12945.0
5,beta,0.4444444444444444,0,8707.0
20,gamma,0.4444444444444444,1,8100.0
46,gamma,0.4444444444444444,2,11900.0
3,gamma,0.4444444444444444,2,7900.0
77,beta,0.4444444444444444,0,6365.0
11,beta,0.4444444444444444,0,6723.0
10,alpha,0.3333333333333333,1,14945.0
8,beta,0.4444444444444444,0,10036.0
4,alpha,0.0,0,8739.0
41,beta,0.4444444444444444,0,6689.0
1,alpha,0.7777777777777778,1,8132.0
1,alpha,0.3333333333333333,1,15692.0
13,gamma,0.0,0,9330.0
10,gamma,0.7111111111111111,1,9150.0
6,alpha,0.4444444444444444,1,8381.0
19,alpha,0.3333333333333333,1,11245.0
3,gamma,0.4444444444444444,2,9525.0
15,alpha,0.7777777777777778,1,7150.0
6,alpha,0.7777777777777778,1,10799.0
16,gamma,0.4444444444444444,1,9280.0
111,beta,0.8888888888888888,0,8380.0
11,alpha,0.7777777777777778,1,12500.0
3,alpha,0.3333333333333333,1,14945.0
28,alpha,0.4444444444444444,1,10227.0
30,alpha,0.3333333333333333,1,9798.0
7,gamma,0.4444444444444444,2,7900.0
25,alpha,0.4444444444444444,1,10227.0
11,beta,0.8888888888888888,0,15840.0
1,alpha,0.7777777777777778,1,14645.0
4,alpha,0.3333333333333333,1,14945.0
9,alpha,0.7777777777777778,1,7124.0
9,alpha,0.4444444444444444,1,8381.0
4,alpha,0.3333333333333333,1,7520.0
4,alpha,0.3333333333333333,1,5996.0
5,beta,0.4444444444444444,0,6344.0
9,alpha,0.7777777777777778,1,22445.0
19,alpha,0.7777777777777778,1,9707.0
11,gamma,0.4444444444444444,1,7390.0
41,gamma,0.4444444444444444,1,7500.0
5,alpha,0.7777777777777778,1,12645.0
4,alpha,0.3333333333333333,1,12945.0
27,gamma,0.4444444444444444,1,9905.0
2,alpha,0.3333333333333333,1,18945.0
4,alpha,0.3333333333333333,1,12945.0
8,beta,0.8888888888888888,0,10723.0
11,gamma,0.4444444444444444,1,9800.0
10,gamma,0.4444444444444444,1,12500.0
24,alpha,0.7777777777777778,1,10545.0
22,alpha,0.3333333333333333,1,7524.0
4,alpha,0.4444444444444444,1,6785.0
7,alpha,0.0,0,8739.0
63,beta,0.4444444444444444,0,10057.0
1,alpha,0.3333333333333333,1,9045.0
28,beta,0.4444444444444444,0,6490.0
4,beta,0.8888888888888888,0,13090.0
23,gamma,0.4444444444444444,2,8765.0
1,alpha,0.3333333333333333,1,18945.0
23,alpha,0.7777777777777778,1,12500.0
7,gamma,0.4444444444444444,1,7390.0
12,gamma,0.4444444444444444,2,7870.0
8,alpha,0.4444444444444444,1,10227.0
74,gamma,0.4444444444444444,2,7900.0
9,gamma,0.4444444444444444,1,11300.0
22,gamma,0.4444444444444444,2,13050.0
23,beta,0.4444444444444444,0,6440.0
7,beta,0.4444444444444444,0,8957.0
3,gamma,0.4444444444444444,2,10530.0
7,gamma,0.4444444444444444,2,11900.0
7,gamma,0.4444444444444444,1,6870.0
13,beta,0.4444444444444444,0,8957.0
6,beta,0.8888888888888888,0,11300.0
16,beta,0.8888888888888888,0,8200.0
2,alpha,0.7777777777777778,1,14645.0
3,alpha,0.3333333333333333,1,12945.0
11,gamma,0.4444444444444444,2,10785.0
8,alpha,0.7777777777777778,1,10799.0
10,beta,0.4444444444444444,0,8957.0
24,gamma,0.4444444444444444,2,9145.0
48,alpha,0.4444444444444444,1,7524.0
4,alpha,0.3333333333333333,1,6810.0
6,alpha,0.4444444444444444,1,10545.0
3,beta,0.8888888888888888,0,9360.0
7,gamma,0.4444444444444444,2,23130.0
4,alpha,0.7777777777777778,1,8800.0
4,gamma,0.4444444444444444,2,16075.0
43,gamma,0.4444444444444444,1,10285.0
31,gamma,0.4444444444444444,1,10900.0
147,alpha,0.3333333333333333,1,9045.0
6,beta,0.4444444444444444,0,8957.0
12,gamma,0.4444444444444444,1,11300.0
25,alpha,0.7777777777777778,1,11072.0
14,beta,0.8888888888888888,0,8034.0
8,gamma,0.4444444444444444,1,6620.0
16,gamma,0.4444444444444444,1,9800.0
5,alpha,0.7777777777777778,1,10799.0
2,beta,0.8888888888888888,0,20440.0
20,alpha,0.7777777777777778,1,9707.0
10,gamma,0.4444444444444444,2,9750.0
18,gamma,0.4444444444444444,2,8765.0
2,alpha,0.3333333333333333,1,9403.0
44,gamma,0.4444444444444444,1,10285.0
24,alpha,0.3333333333333333,1,9798.0
11,alpha,0.3333333333333333,1,11245.0
9,gamma,0.4444444444444444,1,15075.0
20,alpha,0.0,0,8739.0
7,alpha,0.7777777777777778,1,9077.0
36,alpha,0.3333333333333333,1,12495.0
2,beta,0.4444444444444444,0,7592.0
30,alpha,0.3333333333333333,1,9497.0
5,alpha,0.3333333333333333,1,7502.0
20,gamma,0.4444444444444444,2,11285.0
24,gamma,0.4444444444444444,2,9145.0
40,beta,0.8888888888888888,0,8180.0
15,beta,0.8888888888888888,0,15360.0
75,alpha,0.7777777777777778,1,10545.0
8,beta,0.4444444444444444,0,8957.0
11,alpha,0.3333333333333333,1,12945.0
4,gamma,0.4444444444444444,1,7135.0
2,alpha,0.4444444444444444,1,9799.0
5,alpha,0.3333333333333333,1,14945.0
4,alpha,0.3333333333333333,1,9707.0
17,alpha,0.7777777777777778,1,12645.0
22,alpha,0.3333333333333333,1,9045.0
7,omega,0.4444444444444444,1,6870.0
0,alpha,0.3333333333333333,1,17445.0
1,alpha,0.3333333333333333,1,6524.0
4,gamma,0.7111111111111111,1,9150.0
0,gamma,0.4444444444444444,2,11900.0
52,beta,0.4444444444444444,0,6354.0
39,alpha,0.3333333333333333,1,6810.0
6,alpha,0.3333333333333333,1,12945.0
6,gamma,0.4444444444444444,1,18105.0
53,beta,0.4444444444444444,0,10047.0
15,gamma,0.4444444444444444,2,7870.0
18,gamma,0.4444444444444444,2,11285.0
58,alpha,0.4444444444444444,1,7524.0
8,beta,0.4444444444444444,0,10057.0
5,gamma,0.4444444444444444,1,8025.0
170,alpha,0.3333333333333333,1,7524.0
9,beta,0.4444444444444444,0,6410.0
28,gamma,0.4444444444444444,1,10285.0
7,beta,0.4444444444444444,0,6570.0
5,gamma,0.4444444444444444,2,7900.0
24,alpha,0.3333333333333333,1,9045.0
2,alpha,0.7777777777777778,1,22445.0
1,alpha,0.4444444444444444,1,10227.0
22,gamma,0.4444444444444444,2,9525.0
5,alpha,0.3333333333333333,1,6524.0
19,alpha,0.7777777777777778,1,10799.0
1,alpha,0.7777777777777778,1,6995.0
